,Building ID,X36 NPV_x,Estimated Build Cost,Profit Including Build Cost,Latitude,Longitude,State,Number of Accounts,Street Address,Postal Code,Net Classification,Type
223,Bldg-489173,57438.369999999995,52448.25,4990.119999999995,33.0293046,-96.7042752,TX,2,730 E Park Blvd,75074,Fiber Only,Office - Multi Tenant
225,Bldg-523967,16895.42,12000.0,4895.419999999998,32.8696361,-96.97382440000001,TX,1,2000 Hurd Dr,75038,Fiber Only,Office - Multi Tenant
226,Bldg-032157,31538.16,27115.2,4422.959999999999,33.0064731,-96.69174559999999,TX,1,1500 E Plano Pkwy,75074,Type 2,Office - Multi Tenant
227,Bldg-508838,21180.9,17276.4,3904.5,32.8625877,-96.93672559999999,TX,2,370 Las Colinas Blvd E,75039,Fiber Only,Office - Multi Tenant
229,Bldg-167943,61481.91,58016.5,3465.4100000000035,33.0025174,-96.9718208,TX,1,755 E Vista Ridge Mall Dr,75067,Fiber Only,Hotel & Inn
230,Bldg-126861,20761.79,17302.2,3459.59,32.7764145,-96.8026311,TX,1,525 S Griffin St,75202,Fiber Only,Local/State Government
231,Bldg-111340,29535.3,26085.5,3449.7999999999993,32.837334999999996,-96.777462,TX,2,5910 N Central Expy,75206,Fiber Only,Office - Multi Tenant
233,Bldg-125662,24521.59,21131.4,3390.1899999999987,32.8054953,-96.84014300000001,TX,1,2525 N Stemmons Fwy,75207,Fiber Only,Office - Single Tenant
234,Bldg-116450,22014.02,19240.2,2773.8199999999997,32.799106800000004,-96.80791640000001,TX,2,3102 Maple Ave,75201,Fiber Only,Office - Multi Tenant
236,Bldg-116586,35738.17,33705.6,2032.5699999999997,32.9257535,-96.76560409999999,TX,2,8131 Lyndon B Johnson Fwy,75251,Fiber Only,Office - Multi Tenant
238,Bldg-497213,31030.07,29045.25,1984.8199999999997,32.8745229,-96.9447095,TX,1,378 W Las Colinas Blvd,75039,Fiber Only,Office - Single Tenant
239,Bldg-506384,28931.84,27898.75,1033.0900000000001,32.7598781,-97.4266763,TX,1,6500 White Settlement Rd,76114,Fiber Only,Office - Multi Tenant
240,Bldg-231950,31970.75,31188.0,782.75,32.805531,-96.816179,TX,1,4001 Maple Ave,75219,Fiber Only,Retail - Single Tenant
241,Bldg-116510,21562.46,21037.8,524.6599999999999,32.8648512,-96.77226,TX,1,8401 N Central Expy,75225,Fiber Only,Office - Multi Tenant
242,Bldg-482595,23625.88,23187.6,438.2800000000025,32.9368896,-97.0973138,TX,1,2108 W State Highway 114,76051,Fiber Only,Office - Multi Tenant
243,Bldg-513322,27411.25,27189.6,221.65000000000146,32.991822,-96.830463,TX,2,17795 Dallas Pkwy,75287,Fiber Only,Office - Single Tenant
245,Bldg-132331,77201.83,77005.75,196.08000000000175,32.8765225,-96.7542054,TX,1,9101 N Central Expy,75231,Fiber Only,Hospital
246,Bldg-481018,30050.69,30120.5,-69.81000000000131,32.7959136,-97.2160155,TX,1,7520 Sand St,76118,Fiber Only,Office - Single Tenant
247,Bldg-520587,43005.56,43123.0,-117.44000000000233,32.9798718,-96.8349743,TX,1,4505 Excel Pkwy,75001,Fiber Only,Office - Multi Tenant
248,Bldg-520149,15066.13,15842.4,-776.2700000000004,32.91945,-97.008094,TX,1,8225 Esters Blvd,75063,Fiber Only,Office - Single Tenant
249,Bldg-491886,40712.99,41666.4,-953.4100000000035,32.7893908,-96.800135,TX,1,2120 Woodall Rodgers Fwy,75201,Fiber Only,Office - Multi Tenant
250,Bldg-148952,15477.15,16695.6,-1218.449999999999,32.939060600000005,-96.82256459999999,TX,1,14185 Dallas Pkwy,75254,Fiber Only,Office - Multi Tenant
251,Bldg-386009,22895.91,24128.4,-1232.4900000000016,32.7795411,-96.79880759999999,TX,1,208 S Akard St,75202,Fiber Only,Office - Single Tenant
252,Bldg-520534,19169.94,20422.8,-1252.8600000000006,32.88767360000001,-96.9747838,TX,1,1440 Corporate Dr,75038,On-Net,Office - Single Tenant
253,Bldg-512011,24423.09,26023.75,-1600.6599999999999,32.932206,-97.10601899999999,TX,1,2865 Exchange Blvd,76092,Fiber Only,Office - Multi Tenant
254,Bldg-496954,29493.13,31296.5,-1803.369999999999,32.790151,-96.8035079,TX,1,1920 McKinney Ave,75201,Fiber Only,Office - Multi Tenant
255,Bldg-513277,22730.02,24810.6,-2080.579999999998,32.74231760000001,-97.3257002,TX,2,201 S Main St,76104,Fiber Only,Office - Single Tenant
257,Bldg-497368,22806.5,25093.5,-2287.0,32.789401399999996,-96.80148659999999,TX,1,2012 Woodall Rodgers Fwy,75201,Fiber Only,Office - Multi Tenant
258,Bldg-497357,32260.62,34661.0,-2400.380000000001,32.890087,-96.97230400000001,TX,1,1411 Greenway Dr,75038,Fiber Only,Office - Multi Tenant
259,Bldg-372796,12299.2,15128.4,-2829.199999999999,33.0772701,-96.84363570000001,TX,1,7701 Legacy Dr,75024,Type 2,Office - Single Tenant
260,Bldg-513242,38362.59,41341.25,-2978.6600000000035,32.7333967,-97.1134807,TX,1,500 Uta Blvd,76010,Fiber Only,Office - Multi Tenant
261,Bldg-390032,27335.78,30576.6,-3240.8199999999997,32.7548896,-97.3354118,TX,1,200 Taylor St,76102,Fiber Only,Local/State Government
262,Bldg-507624,21703.71,25094.5,-3390.790000000001,32.731025800000005,-97.3446041,TX,1,1250 8th Ave,76104,Fiber Only,Office - Multi Tenant
263,Bldg-199437,11247.71,14753.4,-3505.6900000000005,32.8604565,-96.9348088,TX,1,511 E John Carpenter Fwy,75062,Fiber Only,Office - Single Tenant
264,Bldg-178629,58748.07,62530.25,-3782.1800000000003,32.8584465,-96.888244,TX,1,2383 Stemmons Trl,75220,Fiber Only,Hotel & Inn
265,Bldg-518616,30420.49,34288.5,-3868.0099999999984,32.6762625,-97.0819738,TX,1,2200 E Interstate 20 Hwy,76018,Fiber Only,Office - Multi Tenant
266,Bldg-524267,8126.43,12000.0,-3873.5699999999997,32.8879693,-96.6996414,TX,1,10200 Plano Rd,75238,Fiber Only,Office - Multi Tenant
267,Bldg-159053,22681.91,26585.4,-3903.4900000000016,32.9099354,-96.772284,TX,1,7777 Forest Ln,75230,Fiber Only,Hospital
268,Bldg-422369,34509.88,38446.5,-3936.6200000000026,32.858556300000004,-96.9287138,TX,2,5030 Riverside Dr,75039,Fiber Only,Office - Single Tenant
270,Bldg-383909,26508.89,30643.2,-4134.310000000001,32.886231,-96.964866,TX,2,5525 N MacArthur Blvd,75038,Type 2,Office - Single Tenant
272,Bldg-483887,34614.41,39110.4,-4495.989999999998,32.995923,-96.92824300000001,TX,1,1525 W Frankford Rd,75007,Fiber Only,Office - Multi Tenant
273,Bldg-509606,21700.010000000002,26215.5,-4515.489999999998,33.0825411,-96.83896709999999,TX,2,7950 Legacy Dr,75024,Fiber Only,Office - Multi Tenant
275,Bldg-519126,13250.44,17788.8,-4538.359999999999,32.822864,-97.115652,TX,1,1103 Texas Star Pkwy,76040,Fiber Only,Retail - Multi Tenant
276,Bldg-483670,30263.949999999997,35352.0,-5088.050000000003,33.008065,-96.75229499999999,TX,2,2900 W Plano Pkwy,75075,Fiber Only,Office - Multi Tenant
278,Bldg-497172,55954.37,61148.5,-5194.129999999997,32.9655908,-96.8417125,TX,1,3361 Boyington Dr,75006,Fiber Only,Office - Multi Tenant
279,Bldg-489172,25639.13,31090.8,-5451.669999999998,33.0089678,-96.6726113,TX,1,3060 Summit Ave,75074,Fiber Only,Office - Multi Tenant
280,Bldg-158621,29220.3,34786.75,-5566.450000000001,32.9281124,-96.8245541,TX,1,4835 Lyndon B Johnson Fwy,75244,Fiber Only,Hotel & Inn
281,Bldg-525138,6224.89,12000.0,-5775.11,32.970833,-96.830354,TX,1,16251 Addison Rd,75001,Fiber Only,Neutral Data Center
282,Bldg-502688,68101.22,73935.25,-5834.029999999999,32.7496847,-97.0664112,TX,2,2401 E Randol Mill Rd,76011,Fiber Only,Office - Multi Tenant
284,Bldg-508450,20668.23,26632.25,-5964.02,32.835698,-96.877495,TX,1,1555 Regal Row,75247,Fiber Only,Office - Multi Tenant
285,Bldg-490611,22114.25,28617.0,-6502.75,33.0051744,-96.66608690000001,TX,1,605 Shiloh Rd,75074,Fiber Only,Office - Multi Tenant
286,Bldg-131824,18699.63,25400.25,-6700.619999999999,32.92197,-96.770464,TX,1,12750 Merit Dr,75251,Fiber Only,Office - Multi Tenant
287,Bldg-116462,11769.09,18594.0,-6824.91,32.802779,-96.8120371,TX,1,3500 Maple Ave,75219,Fiber Only,Office - Multi Tenant
288,Bldg-516954,13759.62,20674.2,-6914.58,32.763352000000005,-97.0432365,TX,1,1178 113th St,75050,Fiber Only,Office - Multi Tenant
289,Bldg-125873,9599.89,16560.0,-6960.110000000001,32.864415,-96.8089175,TX,1,8343 Douglas Ave,75225,Fiber Only,Office - Multi Tenant
290,Bldg-267645,49664.65,56671.75,-7007.0999999999985,33.0695866,-96.8004322,TX,1,5100 Legacy Dr,75024,Fiber Only,Office - Multi Tenant
291,Bldg-491842,15937.06,23089.2,-7152.140000000001,32.883107,-96.765793,TX,1,5494 Glen Lakes Dr,75231,Fiber Only,Office - Multi Tenant
292,Bldg-513978,6922.28,14319.6,-7397.320000000001,32.925712,-96.98958,TX,1,3100 Hackberry Rd,75063,Fiber Only,Office - Single Tenant
293,Bldg-178747,6997.85,14445.6,-7447.75,32.866512199999995,-96.9409071,TX,1,201 E John Carpenter Fwy,75062,On-Net,Office - Multi Tenant
294,Bldg-504992,11261.24,18950.4,-7689.160000000002,32.83270039999999,-96.8717834,TX,1,1420 Viceroy Dr,75235,Fiber Only,Office - Multi Tenant
295,Bldg-508915,12401.39,20350.8,-7949.41,32.982913399999994,-96.83546820000001,TX,1,4200 Sojourn Dr,75001,Fiber Only,Office - Multi Tenant
296,Bldg-128029,16726.79,24850.5,-8123.709999999999,32.9979564,-96.6873643,TX,3,1811 E Renner Rd,75082,Fiber Only,Private Data Center
299,Bldg-155321,18026.7,26319.5,-8292.8,32.8959273,-96.97558120000001,TX,1,6363 N State Highway 161,75038,Fiber Only,Office - Multi Tenant
300,Bldg-491382,21755.74,30160.75,-8405.009999999998,32.7943306,-96.8014146,TX,1,2332 Leonard St,75201,Fiber Only,Office - Multi Tenant
301,Bldg-358553,15948.71,24795.6,-8846.89,32.7006349,-97.33246609999999,TX,1,3320 Hemphill St,76110,Fiber Only,Elementary School
302,Bldg-438259,11832.98,20741.4,-8908.420000000002,32.9926483,-96.96968000000001,TX,1,750 State Highway 121 Byp,75067,Fiber Only,Office - Single Tenant
303,Bldg-232504,32866.29,41943.6,-9077.309999999998,32.8202584,-96.8445625,TX,2,6000 Harry Hines Blvd,75235,Fiber Only,Office - Multi Tenant
305,Bldg-385809,26431.46,35583.0,-9151.54,32.907605,-96.9564249,TX,1,7301 State Highway 161,75039,Fiber Only,Office - Single Tenant
306,Bldg-482654,20756.18,30100.8,-9344.619999999999,32.826494,-97.0311969,TX,1,1275 Valley View Ln,75061,Fiber Only,Office - Multi Tenant
307,Bldg-425977,13965.39,23536.2,-9570.810000000001,32.9213586,-97.0151045,TX,1,4949 W Royal Ln,75063,Fiber Only,Office - Multi Tenant
308,Bldg-514483,23465.56,33040.8,-9575.240000000002,32.888503899999996,-96.7666092,TX,1,8111 Meadow Rd,75231,Fiber Only,Office - Multi Tenant
309,Bldg-494111,29663.56,39315.5,-9651.939999999999,32.734782,-97.3460882,TX,1,900 9th Ave,76104,Fiber Only,Hospital
310,Bldg-512233,15150.54,24825.25,-9674.71,33.0632131,-96.79895520000001,TX,1,5044 Tennyson Pkwy,75024,Fiber Only,Office - Multi Tenant
311,Bldg-134170,41678.67,51407.25,-9728.580000000002,32.9845615,-96.71317490000001,TX,1,2425 N Central Expy,75080,Type 2,Office - Multi Tenant
312,Bldg-483803,14979.87,25003.25,-10023.38,32.81084,-96.85360859999999,TX,1,2949 N Stemmons Fwy,75247,Fiber Only,Office - Multi Tenant
313,Bldg-513704,17340.04,27370.2,-10030.16,32.8620426,-97.3277887,TX,1,2650 Lou Menk Dr,76131,Fiber Only,Office - Multi Tenant
314,Bldg-505956,18268.33,28453.8,-10185.469999999998,32.9159613,-96.9856568,TX,1,8101 Ridgepoint Dr,75063,Fiber Only,Office - Multi Tenant
315,Bldg-482496,19944.43,30193.8,-10249.369999999999,33.083257,-96.8057312,TX,1,8000 Dominion Pkwy,75024,Fiber Only,Office - Single Tenant
316,Bldg-507995,14645.93,25021.0,-10375.07,32.922194899999994,-97.0145102,TX,1,4829 W Royal Ln,75063,Fiber Only,Office - Multi Tenant
317,Bldg-487805,16071.5,26546.5,-10475.0,32.9310722,-97.3097858,TX,1,10840 Texas Health Trl,76244,Fiber Only,Office - Single Tenant
318,Bldg-118917,17193.66,27715.5,-10521.84,32.885595699999996,-96.9632368,TX,2,901 W Walnut Hill Ln,75038,Stubbed,Office - Single Tenant
320,Bldg-520497,23394.84,33958.25,-10563.41,32.943408000000005,-96.82859,TX,0,14303 Inwood Rd,75244,Fiber Only,Office - Multi Tenant
321,Bldg-178881,21205.78,31838.0,-10632.220000000001,32.7568195,-97.44841509999999,TX,1,601 Weir Way,76108,Fiber Only,Office - Multi Tenant
322,Bldg-116480,12058.24,22796.4,-10738.160000000002,32.787341999999995,-96.795905,TX,1,700 N Pearl St,75201,Fiber Only,Office - Multi Tenant
323,Bldg-383384,11496.7,22343.4,-10846.7,32.916075199999995,-96.9850281,TX,1,8113 Ridgepoint Dr,75063,On-Net,Office - Multi Tenant
324,Bldg-522423,14735.1,25758.25,-11023.15,32.902161,-97.188941,TX,1,9128 N Tarrant Pkwy,76182,On-Net,Retail - Single Tenant
325,Bldg-126715,36292.67,47346.25,-11053.580000000002,32.921894,-96.998358,TX,2,3701 Regent Blvd,75063,Fiber Only,Office - Multi Tenant
327,Bldg-491288,12491.77,23804.4,-11312.630000000001,32.7475228,-97.04513759999999,TX,1,514 N Great Southwest Pkwy,76011,Fiber Only,Retail - Single Tenant
328,Bldg-126788,25476.17,36886.5,-11410.330000000002,32.890211699999995,-96.96820809999998,TX,2,1231 Greenway Dr,75038,Fiber Only,Office - Multi Tenant
330,Bldg-291432,16269.72,27899.25,-11629.53,32.9306003,-96.8423942,TX,2,4099 McEwen Rd,75244,Fiber Only,Office - Single Tenant
332,Bldg-148727,11495.03,23245.8,-11750.769999999999,32.8649662,-96.8015108,TX,1,4001 Northwest Pkwy,75225,Fiber Only,Office - Multi Tenant
333,Bldg-294787,15162.64,27165.75,-12003.11,32.957575,-97.01439959999999,TX,1,625 Freeport Pkwy,75019,Fiber Only,Office - Single Tenant
334,Bldg-507554,12772.19,24809.4,-12037.210000000001,32.765383899999996,-97.0526354,TX,1,1170 109th St,75050,Fiber Only,Office - Single Tenant
335,Bldg-159629,0.0,12142.8,-12142.8,32.7828006,-96.8001806,TX,1,1501 Federal St,75201,Fiber Only,Local/State Government
336,Bldg-126165,14432.67,26605.2,-12172.53,32.8960346,-96.9901114,TX,1,6400 N Belt Line Rd,75063,Fiber Only,Office - Multi Tenant
337,Bldg-496102,16581.85,29085.6,-12503.75,33.0027868,-97.2274617,TX,1,105 Denton Dr,76262,On-Net,Office - Single Tenant
338,Bldg-512215,11120.21,23749.8,-12629.59,32.992289500000005,-96.94800459999999,TX,1,3301 I-35E,75007,Fiber Only,Office - Multi Tenant
339,Bldg-457071,18753.84,31438.2,-12684.36,33.0683595,-96.8062927,TX,2,5217 Tennyson Pkwy,75024,On-Net,Retail - Multi Tenant
341,Bldg-483366,16281.75,29134.5,-12852.75,32.83177,-97.0392136,TX,1,4649 Diplomacy Rd,76155,Fiber Only,Office - Multi Tenant
342,Bldg-480757,20983.01,33846.0,-12862.990000000002,32.680789000000004,-97.41155400000001,TX,1,4609 Citylake Blvd W,76132,Fiber Only,Office - Multi Tenant
343,Bldg-109804,17763.81,30754.25,-12990.439999999999,32.9352972,-96.8191667,TX,2,13737 Noel Rd,75240,Fiber Only,Office - Multi Tenant
345,Bldg-513758,8598.92,21604.8,-13005.88,32.9406418,-97.08250079999999,TX,1,601 W Northwest Hwy,76051,On-Net,Office - Multi Tenant
346,Bldg-492644,23170.42,36329.4,-13158.980000000003,32.883736999999996,-96.975868,TX,2,1411 W Walnut Hill Ln,75038,Fiber Only,Office - Multi Tenant
348,Bldg-111239,20793.82,34019.0,-13225.18,32.868638,-96.7737695,TX,1,8687 N Central Expy,75225,Fiber Only,Retail: Lrg Shopping Mall
349,Bldg-507877,6243.03,19636.2,-13393.170000000002,32.9775511,-96.7091594,TX,1,2050 N Greenville Ave,75082,Fiber Only,Office - Multi Tenant
350,Bldg-491298,13570.19,26994.75,-13424.56,32.7312086,-97.3252005,TX,1,1201 S Main St,76104,Fiber Only,Office - Multi Tenant
351,Bldg-116497,16431.88,29962.5,-13530.619999999999,32.863050699999995,-96.94096090000001,TX,1,300 E John W Carpenter Fwy,75062,Fiber Only,Office - Multi Tenant
352,Bldg-427892,11413.13,25114.2,-13701.070000000002,32.821532,-97.051968,TX,1,14500 Trinity Blvd,76155,Fiber Only,Office - Multi Tenant
353,Bldg-508185,52173.0,65910.5,-13737.5,32.9545599,-97.0308671,TX,2,2601 W Bethel Rd,76051,Fiber Only,Office - Multi Tenant
355,Bldg-483655,19208.24,33107.75,-13899.509999999998,32.9924049,-97.15950529999999,TX,1,100 Clariden Ranch Rd,76092,Fiber Only,High School
356,Bldg-457059,16085.72,30350.4,-14264.680000000002,33.017179,-96.837721,TX,1,6400 International Pkwy,75093,On-Net,Office - Multi Tenant
357,Bldg-446522,23944.58,38218.0,-14273.419999999998,32.9723295,-96.70966999999999,TX,1,1819 Firman Dr,75081,Fiber Only,Office - Single Tenant
358,Bldg-490148,17503.8,31960.8,-14457.0,32.809899,-96.856171,TX,2,2959 Irving Blvd,75247,Fiber Only,Office - Multi Tenant
360,Bldg-354316,23086.23,37598.4,-14512.170000000002,32.9667892,-96.8205566,TX,1,16000 Dallas Pkwy,75248,Fiber Only,Cell Site
361,Bldg-125403,14230.39,28746.6,-14516.21,32.794968,-96.80931600000001,TX,1,2828 N Harwood St,75201,Fiber Only,Office - Multi Tenant
362,Bldg-151253,21648.22,36191.75,-14543.529999999999,32.926778000000006,-96.84151130000001,TX,1,13307 Midway Rd,75244,Fiber Only,Retail - Single Tenant
363,Bldg-482601,8304.08,22911.0,-14606.92,32.75321160000001,-97.43168890000001,TX,1,532 Alta Mere Dr,76114,Fiber Only,Office - Multi Tenant
364,Bldg-519910,26941.43,41665.75,-14724.32,33.071213,-96.80727399999999,TX,1,6902 Windcrest Dr,75024,Fiber Only,Private Data Center
365,Bldg-510201,17383.36,32166.5,-14783.14,32.804722999999996,-96.6236718,TX,1,2727 Towne Centre Dr,75150,Fiber Only,Office - Single Tenant
366,Bldg-120589,10709.65,25596.0,-14886.35,33.01832,-96.844,TX,1,4001 International Pkwy,75007,Fiber Only,Office - Multi Tenant
367,Bldg-141601,18896.18,34023.0,-15126.82,32.825018199999995,-97.0504775,TX,1,4255 Amon Carter Blvd,76155,On-Net,Office - Multi Tenant
368,Bldg-502294,22020.69,37168.75,-15148.060000000001,32.9158662,-97.0021127,TX,1,8000 Jetstar Dr,75063,Fiber Only,Office - Multi Tenant
369,Bldg-099874,9482.62,24664.2,-15181.58,32.827549600000005,-96.7857569,TX,1,3100 Monticello Ave,75205,Fiber Only,Office - Multi Tenant
370,Bldg-137696,24865.47,40461.0,-15595.529999999999,33.0001811,-96.6616818,TX,1,3300 Essex Dr,75082,On-Net,Office - Single Tenant
371,Bldg-494088,9943.32,25664.4,-15721.080000000002,32.9445887,-96.8239385,TX,1,14643 Dallas Pkwy,75254,Fiber Only,Office - Multi Tenant
372,Bldg-159052,22187.81,38036.4,-15848.59,33.0207933,-96.7662679,TX,1,3901 W 15th St,75075,Fiber Only,Hospital
373,Bldg-134031,13589.01,29757.0,-16167.99,32.792019599999996,-96.7950965,TX,1,1722 Routh St,75201,Fiber Only,Office - Multi Tenant
374,Bldg-497271,14551.84,30783.25,-16231.41,32.8704353,-96.9404317,TX,1,5201 N O Connor Blvd,75039,Fiber Only,Office - Multi Tenant
375,Bldg-460179,6824.46,23116.8,-16292.34,32.8216057,-96.86306970000001,TX,1,1440 W Mockingbird Ln,75247,Fiber Only,Office - Multi Tenant
376,Bldg-511659,16773.34,33845.0,-17071.66,32.8378068,-97.3459173,TX,1,821 Railhead Rd,76106,Fiber Only,Office - Multi Tenant
377,Bldg-384745,49505.46,66602.0,-17096.54,32.816889,-96.914938,TX,1,2125 Vanco Dr,75061,Fiber Only,Office - Multi Tenant
378,Bldg-507589,25624.7,43035.0,-17410.3,32.9367631,-97.1030598,TX,1,260 Bank St,76092,On-Net,Office - Single Tenant
379,Bldg-332730,10037.95,27527.5,-17489.55,33.075246299999996,-96.8229977,TX,1,7160 Dallas Pkwy,75024,Fiber Only,Office - Single Tenant
380,Bldg-267487,20278.64,37857.75,-17579.11,32.958349,-96.825055,TX,0,15301 Spectrum Dr,75001,Fiber Only,Office - Multi Tenant
381,Bldg-502367,8985.98,26688.0,-17702.02,32.981255,-96.85098599999999,TX,1,2901 Belmeade Dr,75006,Fiber Only,Office - Single Tenant
382,Bldg-512591,14134.82,32354.4,-18219.58,32.9540966,-96.7099942,TX,1,403 International Pkwy,75081,Fiber Only,Office - Multi Tenant
383,Bldg-457205,8390.77,26635.8,-18245.03,32.9313406,-97.1038954,TX,1,720 Industrial Blvd,76051,Fiber Only,Office - Multi Tenant
384,Bldg-126529,14247.78,32536.2,-18288.42,33.000490899999996,-96.830813,TX,1,18451 Dallas Pkwy,75287,Fiber Only,Office - Multi Tenant
385,Bldg-502692,14086.61,32423.4,-18336.79,32.8964799,-96.987362,TX,1,6401 Commerce Dr,75063,Fiber Only,Office - Multi Tenant
386,Bldg-520499,41028.7,59528.5,-18499.800000000003,32.943546000000005,-96.834744,TX,0,14325 Gillis Rd,75244,Fiber Only,Office - Multi Tenant
387,Bldg-290152,12743.91,31475.5,-18731.59,32.864722,-96.994327,TX,1,3440 W Walnut Hill Ln,75038,Fiber Only,Hotel & Inn
388,Bldg-116448,23163.93,42217.75,-19053.82,32.7999308,-96.80391209999999,TX,1,2626 Cole Ave,75204,Fiber Only,Office - Multi Tenant
389,Bldg-513859,35617.79,54673.0,-19055.21,32.937439000000005,-97.308367,TX,1,11301 Old Denton Rd,76244,Fiber Only,Office - Multi Tenant
390,Bldg-514462,3376.3,22494.6,-19118.3,32.9816533,-96.7098085,TX,1,2350 Lakeside Blvd,75082,Fiber Only,Office - Multi Tenant
391,Bldg-135371,10031.86,29160.0,-19128.14,33.0322877,-96.7709125,TX,1,2501 Coit Rd,75075,On-Net,Local/State Government
392,Bldg-223491,18065.51,37223.75,-19158.24,32.6446403,-96.924649,TX,1,900 S Cedar Ridge Dr,75137,Fiber Only,Conference/Convention Center
393,Bldg-409969,10341.8,29595.0,-19253.2,32.9747934,-96.7027109,TX,1,1220 E Campbell Rd,75081,Fiber Only,Office - Multi Tenant
394,Bldg-484360,11198.7,31144.0,-19945.3,32.898602399999994,-96.46737859999999,TX,1,650 E Interstate 30,75087,Fiber Only,Office - Multi Tenant
395,Bldg-285941,88447.17,108991.25,-20544.08,32.9357,-96.9187,TX,1,2040 McKenzie Dr,75006,Fiber Only,Office - Single Tenant
396,Bldg-456781,11407.8,32125.8,-20718.0,32.7997,-96.822,TX,1,1959 N Stemmons Fwy,75207,Fiber Only,Office - Multi Tenant
397,Bldg-483247,14469.369999999999,35190.6,-20721.23,33.078856099999996,-96.8261046,TX,2,5905 Legacy Dr,75024,Fiber Only,Office - Single Tenant
399,Bldg-490690,14461.8,35281.2,-20819.399999999998,33.0061151,-96.6706,TX,1,3000 E Plano Pkwy,75074,Fiber Only,Office - Multi Tenant
400,Bldg-504999,18078.03,38949.0,-20870.97,32.691773,-97.44568199999999,TX,1,7520 Benbrook Pkwy,76126,Fiber Only,Office - Multi Tenant
401,Bldg-449143,9931.23,30996.0,-21064.77,33.0137481,-96.68183459999999,TX,1,1100 Jupiter Rd,75074,Fiber Only,Office - Multi Tenant
402,Bldg-460501,28736.74,50165.25,-21428.51,32.9385885,-97.00634609999999,TX,1,1250 Freeport Pkwy,75019,Fiber Only,Office - Multi Tenant
403,Bldg-514216,26789.37,48299.25,-21509.88,32.8126326,-96.8588288,TX,1,3060 N Stemmons Fwy,75247,Fiber Only,Office - Single Tenant
404,Bldg-435223,19350.54,40912.2,-21561.659999999996,32.8654564,-96.94230400000001,TX,1,130 E John Carpenter Fwy,75062,Fiber Only,Office - Multi Tenant
405,Bldg-505918,35466.02,57970.0,-22503.980000000003,32.8237588,-97.31463509999999,TX,1,2540 Meacham Blvd,76106,Fiber Only,Hotel & Inn
406,Bldg-457754,10894.49,33423.6,-22529.11,32.9782825,-96.7109366,TX,1,2150 Lakeside Blvd,75082,Fiber Only,Office - Multi Tenant
407,Bldg-505708,9289.26,32215.2,-22925.940000000002,32.7571501,-97.0445899,TX,1,900 N Great Southwest Pkwy,76011,Fiber Only,Office - Single Tenant
408,Bldg-126621,16466.97,39735.0,-23268.03,32.9877429,-96.70724659999999,TX,1,1001 E Lookout Dr,75082,Fiber Only,Retail - Single Tenant
409,Bldg-015521,4273.6,27653.75,-23380.15,32.979841,-96.7118318,TX,1,2221 Lakeside Blvd,75082,Type 2,Office - Multi Tenant
410,Bldg-519375,18497.29,41901.25,-23403.96,32.646838,-96.921737,TX,1,618 W Wheatland Rd,75116,Fiber Only,High School
411,Bldg-497887,15832.26,39318.5,-23486.239999999998,32.917715,-96.9944848,TX,1,8105 N Belt Line Rd,75063,Fiber Only,Office - Multi Tenant
412,Bldg-507927,16332.95,40723.75,-24390.8,32.96652,-96.8292365,TX,1,15920 Addison Rd,75001,Fiber Only,Office - Single Tenant
413,Bldg-355901,11820.05,37017.6,-25197.55,32.982442,-96.702301,TX,1,2301 N Greenville Ave,75082,Fiber Only,Cell Site
414,Bldg-494058,15826.87,41339.75,-25512.879999999997,32.9970095,-97.0070577,TX,1,2670 Edmonds Ln,75067,Fiber Only,Office - Multi Tenant
415,Bldg-131224,14359.23,41413.5,-27054.27,33.001091100000004,-96.9975051,TX,1,2501 S State Hwy 121 - Bldg 6,75067,Fiber Only,Office - Multi Tenant
416,Bldg-417324,18495.05,46736.75,-28241.7,32.9671675,-96.7007326,TX,1,1501 N Plano Rd,75081,Fiber Only,Office - Single Tenant
417,Bldg-449138,28433.59,56877.0,-28443.41,32.820624,-97.040988,TX,1,15050 Trinity Blvd,76155,Fiber Only,Office - Multi Tenant
418,Bldg-116519,3737.87,32389.2,-28651.33,32.8217863,-96.7893335,TX,1,4514 Cole Ave,75205,Fiber Only,Office - Multi Tenant
419,Bldg-488009,10022.01,38816.4,-28794.39,32.781015999999994,-96.80630699999999,TX,1,302 N Market St,75202,Fiber Only,Office - Single Tenant
420,Bldg-494291,11497.2,40390.2,-28892.999999999996,32.9104375,-96.874471,TX,1,11819 Webb Chapel Rd,75234,Fiber Only,Office - Multi Tenant
421,Bldg-154572,5310.76,35430.5,-30119.739999999998,33.0903006,-96.8191018,TX,1,5601 Granite Pkwy,75024,Fiber Only,Office - Multi Tenant
422,Bldg-389050,8192.64,40929.75,-32737.11,32.923962599999996,-97.0073545,TX,1,8400 Esters Blvd,75063,Fiber Only,Office - Multi Tenant
423,Bldg-138024,9042.61,43121.25,-34078.64,32.9207642,-96.7665598,TX,1,12655 N Central Expy,75243,Fiber Only,Office - Multi Tenant
424,Bldg-511819,0.0,35208.6,-35208.6,32.890081,-96.983088,TX,1,6061 N State Highway 161,75038,Fiber Only,Retail - Single Tenant
425,Bldg-492524,26111.17,61995.0,-35883.83,32.8553635,-97.3539248,TX,1,504 Sansom Blvd,76179,Fiber Only,Office - Multi Tenant
